track_id,n_detections,avg_speed,max_speed,path_length,displacement,directionality
26,455,1.1578921935090847,27.223481825466024,525.6830558531244,311.8087591723066,0.5931497233942153
81,358,0.9342803210981654,20.413262336534338,333.53807463204504,15.716834317131095,0.04712155976336347
88,337,1.240045851249495,5.228624974021285,416.6554060198303,77.25201766090494,0.18540985318987607
89,337,0.6299663140138028,1.4889118261700243,211.66868150863775,148.34754554027234,0.7008478745317767
91,328,0.8244305014582438,12.67890509398202,269.58877397684574,196.25680382623446,0.7279858168096066
92,314,1.2313012999074706,46.44075964289151,385.39730687103827,271.3470435925361,0.7040709386257707
93,327,1.9170988429459441,10.832655301907891,624.9742228003778,522.6940494187799,0.8363449728801581
94,323,0.9557257762789579,11.643077013847204,307.74369996182446,88.65633642495425,0.2880849760237238
110,279,1.224351034443725,13.518913837836076,340.3695875753555,88.31994081887049,0.259482468595456
127,254,1.165932621093292,13.700333298023567,294.9809531366029,30.607629091719343,0.10376137430658187
128,254,0.9382945262693313,2.6676364109781523,237.3885151461408,201.728269142446,0.8497810815247667
129,248,1.0568381222172514,8.393781411990675,261.0390161876611,224.00836584719656,0.8581413197104483
141,219,1.3198001341695382,35.61964712915233,287.71642924895934,183.970146421838,0.6394148116673924
144,218,0.7635142755506553,5.013609760497651,165.6825977944922,66.77438608776626,0.40302594826881716
149,197,1.117810732969221,2.237085878894245,219.09090366196733,207.93623119630607,0.94908655594907
158,181,1.3497119003052394,2.2602675333578524,242.94814205494308,236.802460673809,0.9747037317134774
168,143,1.4656867412086034,8.660143503576318,208.1275172516217,192.86392850978555,0.926662322486734
174,127,2.19546091314029,20.367503721545745,276.6280750556765,244.39107657968958,0.8834644731215419
176,123,0.5444890042141596,1.4366409648668177,66.42765851412747,57.723567447062926,0.8689688713743627
180,106,2.0953636510936837,45.81802986611459,220.01318336483678,200.1833249796678,0.9098696810714013
192,89,2.1443604093147655,30.110036884287748,188.70371601969936,123.90550326321556,0.6566140078040683
193,92,0.6479933232786078,1.5078362079519405,58.96739241835331,33.991954678789654,0.5764534140771981
194,92,1.3155644796209651,2.3447592575422394,119.71636764550782,114.79492190278886,0.9588907862850312
195,90,1.3463428062764984,2.295294464586124,119.82450975860836,107.75570321326286,0.8992793163130095
197,79,0.5999983408850462,1.3983579595018256,46.7998705890336,38.070966270177216,0.8134844347005141
198,71,2.047186900523473,28.50236147835251,143.3030830366431,122.15460880425834,0.8524213590926232
202,70,0.8193201091516,1.4552410969739193,56.5330875314604,45.32101130908763,0.8016723177177736
203,58,1.0888457339185778,2.012360130203318,62.06420683335893,60.19029531190833,0.9698068884295579
204,58,1.4480717397842975,2.2712356695375124,82.54008916770496,79.38897085237966,0.9618231777176438
208,43,0.6097619067034116,1.5691054364210029,25.610000081543287,18.378766568739543,0.7176402385873017
210,39,1.4797487515137728,2.294163462514188,56.23045255752337,53.54740092068592,0.9522847226937626
213,32,1.5287524239961756,2.3185615435333338,47.391325143881446,44.93980577450881,0.9482707149055286
214,32,1.785101062056024,2.3379439449046067,55.338132923736744,54.67776612360123,0.988066695328417
217,26,0.6102964122466003,1.4487742750708152,15.257410306165006,13.29082494718238,0.8711062153065389
219,14,0.46046321506928806,1.0960627827659277,5.9860217959007445,3.753796257196111,0.627093650037614
220,14,1.3947354222018085,2.1101216549996336,18.13156048862351,16.82195420859046,0.9277720039124734
221,12,6.849992323305642,32.157154008816924,75.34991555636206,62.58568192037819,0.8306005581859456
223,7,1.7265830098259745,2.9582291673675427,10.359498058955847,10.336358778361705,0.9977663704879853
226,3,0.6202031012004607,0.9896251947375554,1.2404062024009215,1.2389452459674057,0.998822195156161
227,3,2.1278614865799286,2.729687265102418,4.255722973159857,4.255084893364132,0.9998500654765948
